"aɪ"	"V"	"VV"
"ba.hɪs.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ba.hɪs.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ba.hɪs.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ba.hɪs.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ba.hɪs.jam"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ba.hɪs.dʒja"	"CV.CVC.CCV"	"CV.CVC.CCCV"
"ba.laŋ.ka.la.ma.jaːŋ"	"CV.CVC.CV.CV.CV.CVC"	"CV.CVC.CV.CV.CV.CVVC"
"ba.laŋ.jɛŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ba.lɔɪ"	"CV.CV"	"CV.CVV"
"ba.lɔɪ.leɪ"	"CV.CV.CV"	"CV.CVV.CVV"
"ba.lɔɪ.je.na"	"CV.CV.CV.CV"	"CV.CVV.CV.CV"
"ba.mɪs"	"CV.CVC"	"CV.CVC"
"ban"	"CVC"	"CVC"
"ban"	"CVC"	"CVC"
"ban"	"CVC"	"CVC"
"ban"	"CVC"	"CVC"
"ban"	"CVC"	"CVC"
"ban"	"CVC"	"CVC"
"ba.nan"	"CV.CVC"	"CV.CVC"
"ba.nɛŋ"	"CV.CVC"	"CV.CVC"
"ba.nɛŋ.i.so.ja.ra"	"CV.CVC.V.CV.CV.CV"	"CV.CVC.V.CV.CV.CV"
"baŋ.al.dʒas"	"CVC.VC.CVC"	"CVC.VC.CCVC"
"ba.no"	"CV.CV"	"CV.CV"
"ban.ta.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"ba.ran.sji"	"CV.CVC.CCV"	"CV.CVC.CCV"
"ba.ran.sji"	"CV.CVC.CCV"	"CV.CVC.CCV"
"ba.ran.sji"	"CV.CVC.CCV"	"CV.CVC.CCV"
"ba.ta"	"CV.CV"	"CV.CV"
"ba.teɪ"	"CV.CV"	"CV.CVV"
"ba.teɪ.tar"	"CV.CV.CVC"	"CV.CVV.CVC"
"ba.teɪ.ta.ras"	"CV.CV.CV.CVC"	"CV.CVV.CV.CVC"
"baɪ.hi"	"CV.CV"	"CVV.CV"
"baɪ.hi.aŋ"	"CV.CV.VC"	"CVV.CV.VC"
"baɪ.hi.je.na"	"CV.CV.CV.CV"	"CVV.CV.CV.CV"
"baɪ.kan"	"CV.CVC"	"CVV.CVC"
"baɪ.ka.nas"	"CV.CV.CVC"	"CVV.CV.CVC"
"ba.jo.ki.vo"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"baɪ.saːn.tɛr.pɛŋ"	"CV.CVC.CVC.CVC"	"CVV.CVVC.CVC.CVC"
"baɪ.saː.rwan"	"CV.CV.CCVC"	"CVV.CVV.CCVC"
"baɪ.si.kaːn"	"CV.CV.CVC"	"CVV.CV.CVVC"
"be.nɛm"	"CV.CVC"	"CV.CVC"
"be.nɛm"	"CV.CVC"	"CV.CVC"
"be.nɛm"	"CV.CVC"	"CV.CVC"
"bɛŋ.ja.man.ja"	"CVC.CV.CVC.CV"	"CVC.CV.CVC.CV"
"bɛŋ.jan"	"CVC.CVC"	"CVC.CVC"
"bɛŋ.jan"	"CVC.CVC"	"CVC.CVC"
"bɛŋ.jo"	"CVC.CV"	"CVC.CV"
"bɛŋ.jɔn"	"CVC.CVC"	"CVC.CVC"
"be.nʊŋ"	"CV.CVC"	"CV.CVC"
"be.nʊŋ"	"CV.CVC"	"CV.CVC"
"be.nʊŋ"	"CV.CVC"	"CV.CVC"
"be.ra.taːn"	"CV.CV.CVC"	"CV.CV.CVVC"
"be.ra.taː.ne.ri"	"CV.CV.CV.CV.CV"	"CV.CV.CVV.CV.CV"
"be.ra.ta.ja"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"be.sɔn.vɛn"	"CV.CVC.CVC"	"CV.CVC.CVC"
"bi.dɪs"	"CV.CVC"	"CV.CVC"
"bi.di.sa.ja"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"bi.ga.na.saːɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVVV"
"bi.ga.na.sa.jɛŋ"	"CV.CV.CV.CV.CVC"	"CV.CV.CV.CV.CVC"
"bi.ga.na.sa.jɛŋ"	"CV.CV.CV.CV.CVC"	"CV.CV.CV.CV.CVC"
"bi.ha.nɔŋ.jan"	"CV.CV.CVC.CVC"	"CV.CV.CVC.CVC"
"bi.ha.nɔɪ.tan"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVC"
"bi.ha.nɔɪ.tɔŋ"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVC"
"bi.han.rɛŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"bi.han.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"bi.han.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"bi.han.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"bi.haːn.ja"	"CV.CVC.CV"	"CV.CVVC.CV"
"bi.lɪŋ"	"CV.CVC"	"CV.CVC"
"bi.lɪŋ"	"CV.CVC"	"CV.CVC"
"bi.lɪŋ"	"CV.CVC"	"CV.CVC"
"bi.lɪŋ"	"CV.CVC"	"CV.CVC"
"bi.lɪŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"bi.lɪŋ.e.na"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"bi.lɪŋ.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"bi.lɪŋ.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"bi.lɪŋ.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"bi.ma.kaŋ.an"	"CV.CV.CVC.VC"	"CV.CV.CVC.VC"
"bi.no"	"CV.CV"	"CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.ra.ta.ja.ti"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"bi.rɛn.jaːn.ja"	"CV.CVC.CVC.CV"	"CV.CVC.CVVC.CV"
"bi.rɛn.ja.ja"	"CV.CVC.CV.CV"	"CV.CVC.CV.CV"
"bi.rɛn.ja.jaːŋ"	"CV.CVC.CV.CVC"	"CV.CVC.CV.CVVC"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.a"	"CV.V"	"CV.V"
"bo.ma.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"bɔm.tɛŋ"	"CVC.CVC"	"CVC.CVC"
"bras.taŋ"	"CCVC.CVC"	"CCVC.CVC"
"bras.jaːŋ"	"CCVC.CVC"	"CCVC.CVVC"
"bri.jan.dʒja"	"CCV.CVC.CCV"	"CCV.CVC.CCCV"
"bu.daŋ"	"CV.CVC"	"CV.CVC"
"bu.daŋ.aŋ"	"CV.CVC.VC"	"CV.CVC.VC"
"bu.daŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"bu.daŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"bu.daŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"bu.daŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"bu.raŋ.vi.naːŋ"	"CV.CVC.CV.CVC"	"CV.CVC.CV.CVVC"
"bu.raŋ.vi.naːs"	"CV.CVC.CV.CVC"	"CV.CVC.CV.CVVC"
"bu.raŋ.vi.naːs"	"CV.CVC.CV.CVC"	"CV.CVC.CV.CVVC"
"tʃa.bɛŋ"	"CV.CVC"	"CCV.CVC"
"tʃaːn"	"CVC"	"CCVVC"
"tʃaːn"	"CVC"	"CCVVC"
"tʃaːn"	"CVC"	"CCVVC"
"tʃaːn"	"CVC"	"CCVVC"
"tʃaː.nas"	"CV.CVC"	"CCVV.CVC"
"tʃa.jam"	"CV.CVC"	"CCV.CVC"
"tʃaɪ.su.dan"	"CV.CV.CVC"	"CCVV.CV.CVC"
"tʃaɪ.su.dan"	"CV.CV.CVC"	"CCVV.CV.CVC"
"tʃʊn.ja"	"CVC.CV"	"CCVC.CV"
"tʃʊn.jam"	"CVC.CVC"	"CCVC.CVC"
"tʃʊn.jə"	"CVC.CV"	"CCVC.CV"
"tʃʊn.jo"	"CVC.CV"	"CCVC.CV"
"tʃʊn.jo"	"CVC.CV"	"CCVC.CV"
"tʃʊn.jɔŋ"	"CVC.CVC"	"CCVC.CVC"
"tʃu.tɔr.jaŋ"	"CV.CVC.CVC"	"CCV.CVC.CVC"
"tʃu.jam"	"CV.CVC"	"CCV.CVC"
"tʃu.jam"	"CV.CVC"	"CCV.CVC"
"tʃu.jam"	"CV.CVC"	"CCV.CVC"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da"	"CV"	"CV"
"da.bas"	"CV.CVC"	"CV.CVC"
"da.daŋ.e.ri"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"da.daŋ.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"da.gaŋ.e.na"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"da.gaŋ.je.leɪ"	"CV.CVC.CV.CV"	"CV.CVC.CV.CVV"
"da.has.rɛŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"daŋ.u.vaːŋ"	"CVC.V.CVC"	"CVC.V.CVVC"
"daŋ.u.jɔŋ"	"CVC.V.CVC"	"CVC.V.CVC"
"dan.ja.leɪ"	"CVC.CV.CV"	"CVC.CV.CVV"
"dan.ja.leɪ"	"CVC.CV.CV"	"CVC.CV.CVV"
"dan.ja.na"	"CVC.CV.CV"	"CVC.CV.CV"
"dan.jaːs"	"CVC.CVC"	"CVC.CVVC"
"dan.jaːs"	"CVC.CVC"	"CVC.CVVC"
"da.rɛŋ"	"CV.CVC"	"CV.CVC"
"da.taʊ"	"CV.CV"	"CV.CVV"
"da.taʊ.ja"	"CV.CV.CV"	"CV.CVV.CV"
"da.va.no"	"CV.CV.CV"	"CV.CV.CV"
"da.va.no"	"CV.CV.CV"	"CV.CV.CV"
"daɪ.rɪn"	"CV.CVC"	"CVV.CVC"
"da.jʊŋ.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"de.la.kaɪ"	"CV.CV.CV"	"CV.CV.CVV"
"de.mɪŋ.e.ri"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"de.mɪŋ.e.ri"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"de.nan"	"CV.CVC"	"CV.CVC"
"dɛŋ"	"CVC"	"CVC"
"dɛŋ"	"CVC"	"CVC"
"dɛŋ"	"CVC"	"CVC"
"de.paŋ"	"CV.CVC"	"CV.CVC"
"de.paŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"de.paŋ.a.ti"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"de.pja"	"CV.CCV"	"CV.CCV"
"de.ram.jam"	"CV.CVC.CVC"	"CV.CVC.CVC"
"de.saɪ"	"CV.CV"	"CV.CVV"
"de.vo"	"CV.CV"	"CV.CV"
"de.vo"	"CV.CV"	"CV.CV"
"de.vo"	"CV.CV"	"CV.CV"
"de.vo.as"	"CV.CV.VC"	"CV.CV.VC"
"de.vo.as"	"CV.CV.VC"	"CV.CV.VC"
"de.vo.na"	"CV.CV.CV"	"CV.CV.CV"
"di.dʒi.su"	"CV.CV.CV"	"CV.CCV.CV"
"di.kʊn"	"CV.CVC"	"CV.CVC"
"di.la.ja.ma.naŋ"	"CV.CV.CV.CV.CVC"	"CV.CV.CV.CV.CVC"
"di.lɛŋ"	"CV.CVC"	"CV.CVC"
"di.lɛŋ"	"CV.CVC"	"CV.CVC"
"di.lɛŋ.e.ri"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"di.lɛŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"di.lɛŋ.jə"	"CV.CVC.CV"	"CV.CVC.CV"
"di.lɛŋ.je.leɪ"	"CV.CVC.CV.CV"	"CV.CVC.CV.CVV"
"di.maɪ.dʒaŋ"	"CV.CV.CVC"	"CV.CVV.CCVC"
"di.maɪ.dʒaŋ"	"CV.CV.CVC"	"CV.CVV.CCVC"
"di.maɪ.dʒaŋ"	"CV.CV.CVC"	"CV.CVV.CCVC"
"di.maɪ.dʒas"	"CV.CV.CVC"	"CV.CVV.CCVC"
"di.maɪ.vi.nɪm.jə"	"CV.CV.CV.CVC.CV"	"CV.CVV.CV.CVC.CV"
"di.maɪ.vi.nɪm.jə"	"CV.CV.CV.CVC.CV"	"CV.CVV.CV.CVC.CV"
"di.pa.kan"	"CV.CV.CVC"	"CV.CV.CVC"
"dɪs.jan.leɪ"	"CVC.CVC.CV"	"CVC.CVC.CVV"
"di.ti.nan"	"CV.CV.CVC"	"CV.CV.CVC"
"di.ti.na.ne.ri"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"di.ti.nan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"di.jan"	"CV.CVC"	"CV.CVC"
"di.jan"	"CV.CVC"	"CV.CVC"
"di.ja.tan"	"CV.CV.CVC"	"CV.CV.CVC"
"di.ja.tan"	"CV.CV.CVC"	"CV.CV.CVC"
"di.ja.ti.su"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"di.ja.ti.su"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da"	"V.CV"	"V.CV"
"e.da.leɪ"	"V.CV.CV"	"V.CV.CVV"
"e.da.leɪ"	"V.CV.CV"	"V.CV.CVV"
"e.da.mɔn.do"	"V.CV.CVC.CV"	"V.CV.CVC.CV"
"e.dan.ja.na"	"V.CVC.CV.CV"	"V.CVC.CV.CV"
"e.dan.jaːŋ"	"V.CVC.CVC"	"V.CVC.CVVC"
"e.dan.jaːŋ"	"V.CVC.CVC"	"V.CVC.CVVC"
"e.dan.jaːŋ"	"V.CVC.CVC"	"V.CVC.CVVC"
"e.dan.jaːŋ"	"V.CVC.CVC"	"V.CVC.CVVC"
"e.dan.jaːs"	"V.CVC.CVC"	"V.CVC.CVVC"
"e.daː.rə"	"V.CV.CV"	"V.CVV.CV"
"e.daː.rə"	"V.CV.CV"	"V.CVV.CV"
"e.daː.rə"	"V.CV.CV"	"V.CVV.CV"
"e.da.rɛŋ"	"V.CV.CVC"	"V.CV.CVC"
"e.da.rɛŋ"	"V.CV.CVC"	"V.CV.CVC"
"e.da.rɛŋ"	"V.CV.CVC"	"V.CV.CVC"
"e.da.wi"	"V.CV.CV"	"V.CV.CV"
"e.da.wi"	"V.CV.CV"	"V.CV.CV"
"e.da.wi"	"V.CV.CV"	"V.CV.CV"
"e.da.wi.kan"	"V.CV.CV.CVC"	"V.CV.CV.CVC"
"e.da.wi.kan"	"V.CV.CV.CVC"	"V.CV.CV.CVC"
"e.da.wi.kan"	"V.CV.CV.CVC"	"V.CV.CV.CVC"
"e.da.ja"	"V.CV.CV"	"V.CV.CV"
"e.da.ja"	"V.CV.CV"	"V.CV.CV"
"e.da.ja"	"V.CV.CV"	"V.CV.CV"
"e.da.ja"	"V.CV.CV"	"V.CV.CV"
"e.hɛn"	"V.CVC"	"V.CVC"
"e.hɛn"	"V.CVC"	"V.CVC"
"e.hɛn.je.leɪ"	"V.CVC.CV.CV"	"V.CVC.CV.CVV"
"e.kɛŋ"	"V.CVC"	"V.CVC"
"e.kɛŋ"	"V.CVC"	"V.CVC"
"e.kɛŋ"	"V.CVC"	"V.CVC"
"e.na"	"V.CV"	"V.CV"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ"	"VC"	"VC"
"ɛŋ.a.ra"	"VC.V.CV"	"VC.V.CV"
"ɛŋ.ɔŋ.jo"	"VC.VC.CV"	"VC.VC.CV"
"ɛŋ.jaŋ"	"VC.CVC"	"VC.CVC"
"ɛŋ.jɛŋ"	"VC.CVC"	"VC.CVC"
"ɛŋ.jo"	"VC.CV"	"VC.CV"
"ɛŋ.jo"	"VC.CV"	"VC.CV"
"ɛŋ.jɔn"	"VC.CVC"	"VC.CVC"
"ɛn.van"	"VC.CVC"	"VC.CVC"
"ɛn.van"	"VC.CVC"	"VC.CVC"
"ɛn.van"	"VC.CVC"	"VC.CVC"
"ɛn.van"	"VC.CVC"	"VC.CVC"
"ɛn.va.naŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.naŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.naŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.naŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.nas"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.nas"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.va.ne.na"	"VC.CV.CV.CV"	"VC.CV.CV.CV"
"ɛn.ja"	"VC.CV"	"VC.CV"
"ɛn.ja"	"VC.CV"	"VC.CV"
"ɛn.ja.leɪ"	"VC.CV.CV"	"VC.CV.CVV"
"ɛn.ja.na"	"VC.CV.CV"	"VC.CV.CV"
"ɛn.ja.rɛŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.ja.rɛŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.ja.rɛŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɛn.jaːs"	"VC.CVC"	"VC.CVVC"
"ɛn.jaːs"	"VC.CVC"	"VC.CVVC"
"ɛn.ja.ja"	"VC.CV.CV"	"VC.CV.CV"
"ɛn.ja.jam"	"VC.CV.CVC"	"VC.CV.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ"	"V.CVC"	"V.CVC"
"e.paŋ.ja"	"V.CVC.CV"	"V.CVC.CV"
"e.pa.jaːŋ"	"V.CV.CVC"	"V.CV.CVVC"
"e.rar"	"V.CVC"	"V.CVC"
"ɛr.tʃa"	"VC.CV"	"VC.CCV"
"ɛr.sa.ja"	"VC.CV.CV"	"VC.CV.CV"
"eɪ.ra.ja"	"V.CV.CV"	"VV.CV.CV"
"ga.ga.vjam"	"CV.CV.CCVC"	"CV.CV.CCVC"
"ga.haːn"	"CV.CVC"	"CV.CVVC"
"ga.haːn"	"CV.CVC"	"CV.CVVC"
"ga.haː.ne.ri"	"CV.CV.CV.CV"	"CV.CVV.CV.CV"
"ga.ha.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.la.maɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ga.la.mɔɪ.ja"	"CV.CV.CV.CV"	"CV.CV.CVV.CV"
"ga.ma.raɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ga.ma.raɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ga.ma.rɔŋ.jaːŋ"	"CV.CV.CVC.CVC"	"CV.CV.CVC.CVVC"
"ga.ma.rɔŋ.jaːŋ"	"CV.CV.CVC.CVC"	"CV.CV.CVC.CVVC"
"ga.mar.jam"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ga.mar.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"gan"	"CVC"	"CVC"
"gan"	"CVC"	"CVC"
"gan"	"CVC"	"CVC"
"gan"	"CVC"	"CVC"
"gan"	"CVC"	"CVC"
"gan"	"CVC"	"CVC"
"ga.ne.na"	"CV.CV.CV"	"CV.CV.CV"
"gaŋ.le.ri"	"CVC.CV.CV"	"CVC.CV.CV"
"gan.dʒas"	"CVC.CVC"	"CVC.CCVC"
"gan.dʒjam"	"CVC.CCVC"	"CVC.CCCVC"
"gan.va.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"gan.va.jaːs"	"CVC.CV.CVC"	"CVC.CV.CVVC"
"gan.jə"	"CVC.CV"	"CVC.CV"
"gan.jə"	"CVC.CV"	"CVC.CV"
"gan.jə"	"CVC.CV"	"CVC.CV"
"gan.je.jam"	"CVC.CV.CVC"	"CVC.CV.CVC"
"ga.ran"	"CV.CVC"	"CV.CVC"
"ga.ran"	"CV.CVC"	"CV.CVC"
"ga.ra.naŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.naŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.naŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ga.ra.taŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.ja"	"CV.CV.CV"	"CV.CV.CV"
"ga.ra.jan"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ra.jɔs"	"CV.CV.CVC"	"CV.CV.CVC"
"ga.ri.tʃa"	"CV.CV.CV"	"CV.CV.CCV"
"ga.ru"	"CV.CV"	"CV.CV"
"ge.bi.san"	"CV.CV.CVC"	"CV.CV.CVC"
"ge.bi.san"	"CV.CV.CVC"	"CV.CV.CVC"
"ge.bi.sa.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ge.bi.sa.nas"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"ge.bɪs.vaːŋ"	"CV.CVC.CVC"	"CV.CVC.CVVC"
"gɛs.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"gi.daɪ"	"CV.CV"	"CV.CVV"
"gi.ha.jo"	"CV.CV.CV"	"CV.CV.CV"
"gi.ha.jo"	"CV.CV.CV"	"CV.CV.CV"
"gi.ha.jɔŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"gɪn.di"	"CVC.CV"	"CVC.CV"
"gi.no"	"CV.CV"	"CV.CV"
"gi.no"	"CV.CV"	"CV.CV"
"gɪn.ja"	"CVC.CV"	"CVC.CV"
"gi.ra.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"gi.rɛn.da.ra"	"CV.CVC.CV.CV"	"CV.CVC.CV.CV"
"gi.rɛn.dʒa.man"	"CV.CVC.CV.CVC"	"CV.CVC.CCV.CVC"
"gɔn.dʒɛŋ"	"CVC.CVC"	"CVC.CCVC"
"gram.pa"	"CCVC.CV"	"CCVC.CV"
"gu.mo"	"CV.CV"	"CV.CV"
"gu.mo"	"CV.CV"	"CV.CV"
"gu.mo"	"CV.CV"	"CV.CV"
"gu.ra.tʃa"	"CV.CV.CV"	"CV.CV.CCV"
"gu.ra.tʃa"	"CV.CV.CV"	"CV.CV.CCV"
"gu.ra.tʃan"	"CV.CV.CVC"	"CV.CV.CCVC"
"gu.ra.tʃaːŋ"	"CV.CV.CVC"	"CV.CV.CCVVC"
"gu.ra.tan"	"CV.CV.CVC"	"CV.CV.CVC"
"gu.ra.tan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"gu.ra.tan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"gu.ra.tan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"gu.ra.tan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"gu.ra.tan.leɪ"	"CV.CV.CVC.CV"	"CV.CV.CVC.CVV"
"gu.ri.tʃan"	"CV.CV.CVC"	"CV.CV.CCVC"
"gʊr.tɛŋ"	"CVC.CVC"	"CVC.CVC"
"ha.bas"	"CV.CVC"	"CV.CVC"
"ha.bas"	"CV.CVC"	"CV.CVC"
"ha.ba.saŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ha.ba.se.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ha.ba.se.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ha.gɪn"	"CV.CVC"	"CV.CVC"
"ha.kas.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ha.kas.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ha.kas.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ha.ka.ja"	"CV.CV.CV"	"CV.CV.CV"
"ha.ka.jaːŋ"	"CV.CV.CVC"	"CV.CV.CVVC"
"ha.kɔŋ.jaːŋ"	"CV.CVC.CVC"	"CV.CVC.CVVC"
"ha.lɪŋ"	"CV.CVC"	"CV.CVC"
"ha.lɪŋ.an.leɪ"	"CV.CVC.VC.CV"	"CV.CVC.VC.CVV"
"ham.paŋ.an.leɪ"	"CVC.CVC.VC.CV"	"CVC.CVC.VC.CVV"
"haŋ.a.ra"	"CVC.V.CV"	"CVC.V.CV"
